stage,parameter,parameter_value,baseline_value,file,label,duration_s,sample_rate,frame_size_ms,hop_ms,n_mels,fmin_hz,fmax_hz,representation_type,n_mfcc,mel_scale,normalization_method,dynamic_range_db,quant_bits,time_downsample_factor,time_downsample_method,frequency_mask,snr_db,noise_type,reconstruction_method,griffin_lim_iters,whisper_model,win_length,hop_length,n_fft,representation_shape,representation_values,compression_rate,waveform_snr_db,mel_mse,original_transcript,original_wer,original_command_accuracy,reconstructed_transcript,reconstructed_wer,reconstructed_command_accuracy,asr_accuracy,reconstructed_wav
example_frame_size,frame_size_ms,25,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,25,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,400,160,512,80x101,8080,0.9900990099009901,-2.8119453605016513,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_25_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,25,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,25,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,400,160,512,80x101,8080,0.9900990099009901,-2.882615333024603,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_25_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,25,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,25,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,400,160,512,80x101,8080,0.9900990099009901,-2.2158658014967987,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_25_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,25,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,25,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,400,160,512,80x101,8080,0.9900990099009901,-2.326140477609829,0.0,Now,1.0,0.0,Now,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_25_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,25,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,25,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,400,160,512,80x101,8080,0.9900990099009901,-3.2735503402518713,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_25_no_0132a06d_nohash_2.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_0.wav,yes,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-2.543051322803011,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_yes_004ae714_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_1.wav,yes,0.9288125,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x93,7440,0.9987231182795699,-1.8833608248595635,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_yes_004ae714_nohash_1.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00970ce1_nohash_0.wav,yes,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-4.219138342659316,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_yes_00970ce1_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-4.512794368738612,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-2.9942446212788916,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-3.405284794465551,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-3.0631110624960467,0.0,Now,1.0,0.0,Now,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-3.046574389921042,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_0132a06d_nohash_2.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_0.wav,yes,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-2.245463013880559,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_004ae714_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_1.wav,yes,0.9288125,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x93,7440,0.9987231182795699,-2.272950723722775,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_004ae714_nohash_1.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00970ce1_nohash_0.wav,yes,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-2.872971935798631,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_00970ce1_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.5890562887444095,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-0.6833031625230922,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.1892511554839813,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.006044427203078,0.0,Now,1.0,0.0,Now,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.3793225640214324,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_0132a06d_nohash_2.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_0.wav,yes,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-2.8969163688930966,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_yes_004ae714_nohash_0.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_1.wav,yes,0.9288125,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x93,7440,0.9987231182795699,-2.5237309043191143,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_yes_004ae714_nohash_1.wav
